Match Number,Pick Order,Match Result,Team,Hero,First Pick
326,9,Loss,Enemy Team,c2110,1
327,2,Loss,My Team,c1070,0
327,3,Loss,My Team,c2016,0
327,6,Loss,My Team,c1142,0
327,7,Loss,My Team,c5110,0
327,10,Loss,My Team,c2102,0
327,1,Win,Enemy Team,c2125,1
327,4,Win,Enemy Team,c2113,1
327,5,Win,Enemy Team,c1171,1
327,8,Win,Enemy Team,c2112,1
327,9,Win,Enemy Team,c2039,1
328,2,Loss,My Team,c2090,0
328,3,Loss,My Team,c2070,0
328,6,Loss,My Team,c1153,0
328,7,Loss,My Team,c1146,0
328,10,Loss,My Team,c2039,0
328,1,Win,Enemy Team,c1171,1
328,4,Win,Enemy Team,c5001,1
328,5,Win,Enemy Team,c1162,1
328,8,Win,Enemy Team,c1104,1
328,9,Win,Enemy Team,c1055,1
329,2,Loss,My Team,c2016,0
329,3,Loss,My Team,c1070,0
329,6,Loss,My Team,c1142,0
329,7,Loss,My Team,c5110,0
329,10,Loss,My Team,c2127,0
329,1,Win,Enemy Team,c2125,1
329,4,Win,Enemy Team,c1104,1
329,5,Win,Enemy Team,c1162,1
329,8,Win,Enemy Team,c1156,1
329,9,Win,Enemy Team,c2039,1
330,2,Win,My Team,c5001,0
330,3,Win,My Team,c1171,0
330,6,Win,My Team,c1060,0
330,7,Win,My Team,c2016,0
330,10,Win,My Team,c5050,0
330,1,Loss,Enemy Team,c2090,1
330,4,Loss,Enemy Team,c1117,1
330,5,Loss,Enemy Team,c1156,1
330,8,Loss,Enemy Team,c1148,1
330,9,Loss,Enemy Team,c1151,1
331,2,Win,My Team,c1070,0
331,3,Win,My Team,c1117,0
331,6,Win,My Team,c1142,0
331,7,Win,My Team,c5046,0
331,10,Win,My Team,c5110,0
331,1,Loss,Enemy Team,c2112,1
331,4,Loss,Enemy Team,c1156,1
331,5,Loss,Enemy Team,c2101,1
331,8,Loss,Enemy Team,c1162,1
331,9,Loss,Enemy Team,c2095,1
332,2,Win,My Team,c2125,0
332,3,Win,My Team,c2016,0
332,6,Win,My Team,c1142,0
332,7,Win,My Team,c2004,0
332,10,Win,My Team,c2127,0
332,1,Loss,Enemy Team,c5110,1
332,4,Loss,Enemy Team,c1104,1
332,5,Loss,Enemy Team,c2024,1
332,8,Loss,Enemy Team,c2106,1
332,9,Loss,Enemy Team,c2128,1
333,2,Loss,My Team,c2090,0
333,3,Loss,My Team,c2125,0
333,6,Loss,My Team,c1156,0
333,7,Loss,My Team,c1153,0
333,10,Loss,My Team,c2074,0
333,1,Win,Enemy Team,c1171,1
333,4,Win,Enemy Team,c5001,1
333,5,Win,Enemy Team,c1060,1
333,8,Win,Enemy Team,c2016,1
333,9,Win,Enemy Team,c1162,1
334,2,Win,My Team,c2112,0
334,3,Win,My Team,c1142,0
334,6,Win,My Team,c1117,0
334,7,Win,My Team,c2102,0
334,10,Win,My Team,c1104,0
334,1,Loss,Enemy Team,c2125,1
334,4,Loss,Enemy Team,c1171,1
334,5,Loss,Enemy Team,c1070,1
334,8,Loss,Enemy Team,c4158,1
334,9,Loss,Enemy Team,c1055,1
335,2,Win,My Team,c2090,0
335,3,Win,My Team,c2113,0
335,6,Win,My Team,c1156,0
335,7,Win,My Team,c2095,0
335,10,Win,My Team,c2074,0
335,1,Loss,Enemy Team,c1171,1
335,4,Loss,Enemy Team,c1162,1
335,5,Loss,Enemy Team,c1153,1
335,8,Loss,Enemy Team,c1104,1
335,9,Loss,Enemy Team,c2048,1
336,2,Loss,My Team,c2016,0
336,3,Loss,My Team,c1070,0
336,6,Loss,My Team,c1142,0
336,7,Loss,My Team,c5110,0
336,10,Loss,My Team,c2127,0
336,1,Win,Enemy Team,c2125,1
336,4,Win,Enemy Team,c2101,1
336,5,Win,Enemy Team,c1104,1
336,8,Win,Enemy Team,c2047,1
336,9,Win,Enemy Team,c2111,1
337,2,Win,My Team,c2090,0
337,3,Win,My Team,c1162,0
337,6,Win,My Team,c5110,0
337,7,Win,My Team,c1102,0
337,10,Win,My Team,c1103,0
337,1,Loss,Enemy Team,c2113,1
337,4,Loss,Enemy Team,c2070,1
337,5,Loss,Enemy Team,c2111,1
337,8,Loss,Enemy Team,c1076,1
337,9,Loss,Enemy Team,c2016,1
338,2,Win,My Team,c2112,0
338,3,Win,My Team,c1171,0
338,6,Win,My Team,c5001,0
338,7,Win,My Team,c2071,0
338,10,Win,My Team,c1103,0
338,1,Loss,Enemy Team,c2125,1
338,4,Loss,Enemy Team,c1070,1
338,5,Loss,Enemy Team,c1076,1
338,8,Loss,Enemy Team,c1117,1
338,9,Loss,Enemy Team,c5110,1
339,2,Win,My Team,c2112,0
339,3,Win,My Team,c1142,0
339,6,Win,My Team,c1117,0
339,7,Win,My Team,c5110,0
339,10,Win,My Team,c2127,0
339,1,Loss,Enemy Team,c2125,1
339,4,Loss,Enemy Team,c1171,1
339,5,Loss,Enemy Team,c2106,1
339,8,Loss,Enemy Team,c1103,1
339,9,Loss,Enemy Team,c1118,1
340,2,Loss,My Team,c2090,0
340,3,Loss,My Team,c1171,0
340,6,Loss,My Team,c1156,0
340,7,Loss,My Team,c1162,0
340,10,Loss,My Team,c1129,0
340,1,Win,Enemy Team,c2113,1
340,4,Win,Enemy Team,c5001,1
340,5,Win,Enemy Team,c1060,1
340,8,Win,Enemy Team,c2101,1
340,9,Win,Enemy Team,c5110,1
341,2,Win,My Team,c2112,0
341,3,Win,My Team,c2016,0
341,6,Win,My Team,c1117,0
341,7,Win,My Team,c5110,0
341,10,Win,My Team,c1125,0
341,1,Loss,Enemy Team,c2125,1
341,4,Loss,Enemy Team,c1171,1
341,5,Loss,Enemy Team,c1076,1
341,8,Loss,Enemy Team,c1070,1
341,9,Loss,Enemy Team,c1142,1
342,2,Win,My Team,c2112,0
342,3,Win,My Team,c2016,0
342,6,Win,My Team,c1070,0
342,7,Win,My Team,c1142,0
342,10,Win,My Team,c2004,0
342,1,Loss,Enemy Team,c2125,1
342,4,Loss,Enemy Team,c5110,1
342,5,Loss,Enemy Team,c1125,1
342,8,Loss,Enemy Team,c2102,1
342,9,Loss,Enemy Team,c5046,1
343,2,Win,My Team,c2090,0
343,3,Win,My Team,c1171,0
343,6,Win,My Team,c2112,0
343,7,Win,My Team,c2042,0
343,10,Win,My Team,c5110,0
343,1,Loss,Enemy Team,c2125,1
343,4,Loss,Enemy Team,c2101,1
343,5,Loss,Enemy Team,c1117,1
343,8,Loss,Enemy Team,c2053,1
343,9,Loss,Enemy Team,c1127,1
344,2,Win,My Team,c1171,0
344,3,Win,My Team,c5001,0
344,6,Win,My Team,c2112,0
344,7,Win,My Team,c2132,0
344,10,Win,My Team,c1055,0
344,1,Loss,Enemy Team,c2090,1
344,4,Loss,Enemy Team,c2125,1
344,5,Loss,Enemy Team,c2070,1
344,8,Loss,Enemy Team,c1103,1
344,9,Loss,Enemy Team,c1153,1
345,2,Win,My Team,c2113,0
345,3,Win,My Team,c2070,0
345,6,Win,My Team,c2112,0
345,7,Win,My Team,c5110,0
345,10,Win,My Team,c1055,0
345,1,Loss,Enemy Team,c1171,1
345,4,Loss,Enemy Team,c2090,1
345,5,Loss,Enemy Team,c1162,1
345,8,Loss,Enemy Team,c1070,1
345,9,Loss,Enemy Team,c1156,1
346,2,Win,My Team,c2090,0
346,3,Win,My Team,c2125,0
346,6,Win,My Team,c1156,0
346,7,Win,My Team,c1153,0
346,10,Win,My Team,c1137,0
346,1,Loss,Enemy Team,c2113,1
346,4,Loss,Enemy Team,c1171,1
346,5,Loss,Enemy Team,c1060,1
346,8,Loss,Enemy Team,c2112,1
346,9,Loss,Enemy Team,c2070,1
347,2,Win,My Team,c2090,0
347,3,Win,My Team,c2125,0
347,6,Win,My Team,c1156,0
347,7,Win,My Team,c1162,0
347,10,Win,My Team,c4158,0
347,1,Loss,Enemy Team,c1171,1
347,4,Loss,Enemy Team,c5001,1
347,5,Loss,Enemy Team,c1153,1
347,8,Loss,Enemy Team,c1060,1
347,9,Loss,Enemy Team,c1104,1
348,2,Loss,My Team,c2113,0
348,3,Loss,My Team,c2125,0
348,6,Loss,My Team,c1156,0
348,7,Loss,My Team,c1153,0
348,10,Loss,My Team,c2039,0
348,1,Win,Enemy Team,c5001,1
348,4,Win,Enemy Team,c1076,1
348,5,Win,Enemy Team,c2112,1
348,8,Win,Enemy Team,c2074,1
348,9,Win,Enemy Team,c1171,1
349,2,Win,My Team,c2112,0
349,3,Win,My Team,c2090,0
349,6,Win,My Team,c1070,0
349,7,Win,My Team,c4158,0
349,10,Win,My Team,c5110,0
349,1,Loss,Enemy Team,c1171,1
349,4,Loss,Enemy Team,c5001,1
349,5,Loss,Enemy Team,c2053,1
349,8,Loss,Enemy Team,c1103,1
349,9,Loss,Enemy Team,c1104,1
350,2,Loss,My Team,c2125,0
350,3,Loss,My Team,c2113,0
350,6,Loss,My Team,c5016,0
350,7,Loss,My Team,c2016,0
350,10,Loss,My Team,c1148,0
350,1,Win,Enemy Team,c2112,1
350,4,Win,Enemy Team,c1142,1
350,5,Win,Enemy Team,c1133,1
350,8,Win,Enemy Team,c2011,1
350,9,Win,Enemy Team,c2127,1
351,2,Win,My Team,c2112,0
351,3,Win,My Team,c1070,0
351,6,Win,My Team,c2053,0
351,7,Win,My Team,c1055,0
351,10,Win,My Team,c1117,0
351,1,Loss,Enemy Team,c1171,1
351,4,Loss,Enemy Team,c1104,1
351,5,Loss,Enemy Team,c2111,1
351,8,Loss,Enemy Team,c1022,1
351,9,Loss,Enemy Team,c1112,1
352,2,Loss,My Team,c2090,0
352,3,Loss,My Team,c1162,0
352,6,Loss,My Team,c2101,0
352,7,Loss,My Team,c1156,0
352,10,Loss,My Team,c1129,0
352,1,Win,Enemy Team,c2113,1
352,4,Win,Enemy Team,c5001,1
352,5,Win,Enemy Team,c1060,1
352,8,Win,Enemy Team,c1171,1
352,9,Win,Enemy Team,c5110,1
353,2,Win,My Team,c1014,0
353,3,Win,My Team,c5110,0
353,6,Win,My Team,c1142,0
353,7,Win,My Team,c2125,0
353,10,Win,My Team,c5016,0
353,1,Loss,Enemy Team,c1171,1
353,4,Loss,Enemy Team,c5001,1
353,5,Loss,Enemy Team,c1133,1
353,8,Loss,Enemy Team,c5046,1
353,9,Loss,Enemy Team,c2102,1
354,2,Loss,My Team,c1133,0
354,3,Loss,My Team,c2125,0
354,6,Loss,My Team,c2102,0
354,7,Loss,My Team,c2016,0
354,10,Loss,My Team,c2128,0
354,1,Win,Enemy Team,c2112,1
354,4,Win,Enemy Team,c1142,1
354,5,Win,Enemy Team,c2035,1
354,8,Win,Enemy Team,c2050,1
354,9,Win,Enemy Team,c1080,1
355,2,Loss,My Team,c2112,0
355,3,Loss,My Team,c5110,0
355,6,Loss,My Team,c1133,0
355,7,Loss,My Team,c6037,0
355,10,Loss,My Team,c1151,0
355,1,Win,Enemy Team,c1150,1
355,4,Win,Enemy Team,c2011,1
355,5,Win,Enemy Team,c5016,1
355,8,Win,Enemy Team,c2016,1
355,9,Win,Enemy Team,c1103,1
356,2,Loss,My Team,c2090,0
356,3,Loss,My Team,c2125,0
356,6,Loss,My Team,c1156,0
356,7,Loss,My Team,c1171,0
356,10,Loss,My Team,c5110,0
356,1,Win,Enemy Team,c1070,1
356,4,Win,Enemy Team,c2113,1
356,5,Win,Enemy Team,c1060,1
356,8,Win,Enemy Team,c1153,1
356,9,Win,Enemy Team,c1137,1
357,2,Win,My Team,c2125,0
357,3,Win,My Team,c1171,0
357,6,Win,My Team,c5001,0
357,7,Win,My Team,c1103,0
357,10,Win,My Team,c1125,0
357,1,Loss,Enemy Team,c2112,1
357,4,Loss,Enemy Team,c1070,1
357,5,Loss,Enemy Team,c2101,1
357,8,Loss,Enemy Team,c1137,1
357,9,Loss,Enemy Team,c4158,1
358,2,Win,My Team,c2090,0
358,3,Win,My Team,c2125,0
358,6,Win,My Team,c1156,0
358,7,Win,My Team,c1153,0
358,10,Win,My Team,c1103,0
358,1,Loss,Enemy Team,c2113,1
358,4,Loss,Enemy Team,c2070,1
358,5,Loss,Enemy Team,c1076,1
358,8,Loss,Enemy Team,c2101,1
358,9,Loss,Enemy Team,c2074,1
359,2,Win,My Team,c2090,0
359,3,Win,My Team,c2125,0
359,6,Win,My Team,c1156,0
359,7,Win,My Team,c1153,0
359,10,Win,My Team,c1137,0
359,1,Loss,Enemy Team,c5001,1
359,4,Loss,Enemy Team,c1171,1
359,5,Loss,Enemy Team,c2112,1
359,8,Loss,Enemy Team,c5110,1
359,9,Loss,Enemy Team,c1060,1
360,2,Loss,My Team,c1070,0
360,3,Loss,My Team,c2016,0
360,6,Loss,My Team,c1142,0
360,7,Loss,My Team,c5110,0
360,10,Loss,My Team,c2127,0
360,1,Win,Enemy Team,c2125,1
360,4,Win,Enemy Team,c1171,1
360,5,Win,Enemy Team,c2113,1
360,8,Win,Enemy Team,c2112,1
360,9,Win,Enemy Team,c1055,1
361,2,Loss,My Team,c1070,0
361,3,Loss,My Team,c2016,0
361,6,Loss,My Team,c1142,0
361,7,Loss,My Team,c5110,0
361,10,Loss,My Team,c2127,0
361,1,Win,Enemy Team,c2125,1
361,4,Win,Enemy Team,c1171,1
361,5,Win,Enemy Team,c1104,1
361,8,Win,Enemy Team,c4158,1
361,9,Win,Enemy Team,c2112,1
362,2,Loss,My Team,c2125,0
362,3,Loss,My Team,c2101,0
362,6,Loss,My Team,c1104,0
362,7,Loss,My Team,c2112,0
362,10,Loss,My Team,c2042,0
362,1,Win,Enemy Team,c2016,1
362,4,Win,Enemy Team,c1070,1
362,5,Win,Enemy Team,c1142,1
362,8,Win,Enemy Team,c5110,1
362,9,Win,Enemy Team,c2127,1
363,2,Win,My Team,c2112,0
363,3,Win,My Team,c1171,0
363,6,Win,My Team,c2042,0
363,7,Win,My Team,c2090,0
363,10,Win,My Team,c5050,0
363,1,Loss,Enemy Team,c2125,1
363,4,Loss,Enemy Team,c5001,1
363,5,Loss,Enemy Team,c1112,1
363,8,Loss,Enemy Team,c1129,1
363,9,Loss,Enemy Team,c1117,1
364,2,Win,My Team,c2090,0
364,3,Win,My Team,c2125,0
364,6,Win,My Team,c1156,0
364,7,Win,My Team,c2101,0
364,10,Win,My Team,c2111,0
364,1,Loss,Enemy Team,c2113,1
364,4,Loss,Enemy Team,c1070,1
364,5,Loss,Enemy Team,c1060,1
364,8,Loss,Enemy Team,c5110,1
364,9,Loss,Enemy Team,c1153,1
365,2,Loss,My Team,c2112,0
365,3,Loss,My Team,c1171,0
365,6,Loss,My Team,c5001,0
365,7,Loss,My Team,c1142,0
365,10,Loss,My Team,c5016,0
365,1,Win,Enemy Team,c2125,1
365,4,Win,Enemy Team,c5110,1
365,5,Win,Enemy Team,c1133,1
365,8,Win,Enemy Team,c5046,1
365,9,Win,Enemy Team,c2102,1
366,2,Win,My Team,c2090,0
366,3,Win,My Team,c1162,0
366,6,Win,My Team,c1153,0
366,7,Win,My Team,c1104,0
366,10,Win,My Team,c1170,0
366,1,Loss,Enemy Team,c5110,1
366,4,Loss,Enemy Team,c5001,1
366,5,Loss,Enemy Team,c2125,1
366,8,Loss,Enemy Team,c1019,1
366,9,Loss,Enemy Team,c2024,1
367,2,Win,My Team,c2090,0
367,3,Win,My Team,c5001,0
367,6,Win,My Team,c2112,0
367,7,Win,My Team,c5110,0
367,10,Win,My Team,c1055,0
367,1,Loss,Enemy Team,c2125,1
367,4,Loss,Enemy Team,c1171,1
367,5,Loss,Enemy Team,c1060,1
367,8,Loss,Enemy Team,c2106,1
367,9,Loss,Enemy Team,c2101,1
368,2,Win,My Team,c2090,0
368,3,Win,My Team,c5001,0
368,6,Win,My Team,c1162,0
368,7,Win,My Team,c1100,0
368,10,Win,My Team,c4158,0
368,1,Loss,Enemy Team,c5110,1
368,4,Loss,Enemy Team,c1104,1
368,5,Loss,Enemy Team,c1153,1
368,8,Loss,Enemy Team,c1171,1
368,9,Loss,Enemy Team,c1019,1
369,2,Loss,My Team,c5001,0
369,3,Loss,My Team,c1076,0
369,6,Loss,My Team,c2112,0
369,7,Loss,My Team,c1171,0
369,10,Loss,My Team,c2101,0
369,1,Win,Enemy Team,c2090,1
369,4,Win,Enemy Team,c2125,1
369,5,Win,Enemy Team,c1156,1
369,8,Win,Enemy Team,c1153,1
369,9,Win,Enemy Team,c1137,1
370,2,Win,My Team,c2112,0
370,3,Win,My Team,c2090,0
370,6,Win,My Team,c2070,0
370,7,Win,My Team,c2111,0
370,10,Win,My Team,c2039,0
370,1,Loss,Enemy Team,c2125,1
370,4,Loss,Enemy Team,c1117,1
370,5,Loss,Enemy Team,c5110,1
370,8,Loss,Enemy Team,c1150,1
370,9,Loss,Enemy Team,c2024,1
371,2,Win,My Team,c5110,0
371,3,Win,My Team,c2113,0
371,6,Win,My Team,c1153,0
371,7,Win,My Team,c1104,0
371,10,Win,My Team,c1060,0
371,1,Loss,Enemy Team,c2125,1
371,4,Loss,Enemy Team,c2090,1
371,5,Loss,Enemy Team,c1070,1
371,8,Loss,Enemy Team,c2074,1
371,9,Loss,Enemy Team,c1171,1
372,2,Loss,My Team,c1076,0
372,3,Loss,My Team,c1171,0
372,6,Loss,My Team,c2070,0
372,7,Loss,My Team,c2101,0
372,10,Loss,My Team,c1151,0
372,1,Win,Enemy Team,c2113,1
372,4,Win,Enemy Team,c2090,1
372,5,Win,Enemy Team,c5001,1
372,8,Win,Enemy Team,c2109,1
372,9,Win,Enemy Team,c5110,1
373,2,Win,My Team,c2090,0
373,3,Win,My Team,c5001,0
373,6,Win,My Team,c2112,0
373,7,Win,My Team,c2101,0
373,10,Win,My Team,c5110,0
373,1,Loss,Enemy Team,c2113,1
373,4,Loss,Enemy Team,c1171,1
373,5,Loss,Enemy Team,c1060,1
373,8,Loss,Enemy Team,c2089,1
373,9,Loss,Enemy Team,c1153,1
374,2,Win,My Team,c2125,0
374,3,Win,My Team,c5001,0
374,6,Win,My Team,c1171,0
374,7,Win,My Team,c1150,0
374,10,Win,My Team,c2102,0
374,1,Loss,Enemy Team,c2112,1
374,4,Loss,Enemy Team,c2042,1
374,5,Loss,Enemy Team,c2011,1
374,8,Loss,Enemy Team,c6037,1
374,9,Loss,Enemy Team,c2132,1
375,2,Win,My Team,c5001,0
375,3,Win,My Team,c1076,0
375,6,Win,My Team,c1153,0
375,7,Win,My Team,c1171,0
375,10,Win,My Team,c1161,0
375,1,Loss,Enemy Team,c2113,1
375,4,Loss,Enemy Team,c2112,1
375,5,Loss,Enemy Team,c2016,1
375,8,Loss,Enemy Team,c4158,1
375,9,Loss,Enemy Team,c2073,1
376,2,Loss,My Team,c5110,0
376,3,Loss,My Team,c1103,0
376,6,Loss,My Team,c1159,0
376,7,Loss,My Team,c2090,0
376,10,Loss,My Team,c2113,0
376,1,Win,Enemy Team,c2112,1
376,4,Win,Enemy Team,c5001,1
376,5,Win,Enemy Team,c2111,1
376,8,Win,Enemy Team,c1171,1
376,9,Win,Enemy Team,c1055,1
377,2,Win,My Team,c2112,0
377,3,Win,My Team,c1171,0
377,6,Win,My Team,c1162,0
377,7,Win,My Team,c1104,0
377,10,Win,My Team,c1156,0
377,1,Loss,Enemy Team,c5110,1
377,4,Loss,Enemy Team,c4158,1
377,5,Loss,Enemy Team,c1153,1
377,8,Loss,Enemy Team,c2011,1
377,9,Loss,Enemy Team,c1103,1
378,2,Win,My Team,c2112,0
378,3,Win,My Team,c1117,0
378,6,Win,My Team,c1133,0
378,7,Win,My Team,c5110,0
378,10,Win,My Team,c1055,0
378,1,Loss,Enemy Team,c2042,1
378,4,Loss,Enemy Team,c1171,1
378,5,Loss,Enemy Team,c5016,1
378,8,Loss,Enemy Team,c2016,1
378,9,Loss,Enemy Team,c4158,1
379,2,Win,My Team,c5001,0
379,3,Win,My Team,c1076,0
379,6,Win,My Team,c2112,0
379,7,Win,My Team,c2101,0
379,10,Win,My Team,c5110,0
379,1,Loss,Enemy Team,c1171,1
379,4,Loss,Enemy Team,c2090,1
379,5,Loss,Enemy Team,c1156,1
379,8,Loss,Enemy Team,c1153,1
379,9,Loss,Enemy Team,c1103,1
380,2,Loss,My Team,c2112,0
380,3,Loss,My Team,c1171,0
380,6,Loss,My Team,c1162,0
380,7,Loss,My Team,c1156,0
380,10,Loss,My Team,c1142,0
380,1,Win,Enemy Team,c2125,1
380,4,Win,Enemy Team,c1117,1
380,5,Win,Enemy Team,c5110,1
380,8,Win,Enemy Team,c5004,1
380,9,Win,Enemy Team,c1055,1
381,2,Win,My Team,c2112,0
381,3,Win,My Team,c1171,0
381,6,Win,My Team,c2016,0
381,7,Win,My Team,c1112,0
381,10,Win,My Team,c2103,0
381,1,Loss,Enemy Team,c1133,1
381,4,Loss,Enemy Team,c1150,1
381,5,Loss,Enemy Team,c2031,1
381,8,Loss,Enemy Team,c2011,1
381,9,Loss,Enemy Team,c4158,1
382,2,Win,My Team,c2112,0
382,3,Win,My Team,c2125,0
382,6,Win,My Team,c2042,0
382,7,Win,My Team,c2113,0
382,10,Win,My Team,c4158,0
382,1,Loss,Enemy Team,c1171,1
382,4,Loss,Enemy Team,c1103,1
382,5,Loss,Enemy Team,c2024,1
382,8,Loss,Enemy Team,c5024,1
382,9,Loss,Enemy Team,c1163,1
383,2,Loss,My Team,c2113,0
383,3,Loss,My Team,c5001,0
383,6,Loss,My Team,c2125,0
383,7,Loss,My Team,c2095,0
383,10,Loss,My Team,c1060,0
383,1,Win,Enemy Team,c1076,1
383,4,Win,Enemy Team,c1171,1
383,5,Win,Enemy Team,c1153,1
383,8,Win,Enemy Team,c2090,1
383,9,Win,Enemy Team,c2011,1
384,2,Win,My Team,c2112,0
384,3,Win,My Team,c1103,0
384,6,Win,My Team,c1142,0
384,7,Win,My Team,c2127,0
384,10,Win,My Team,c1055,0
384,1,Loss,Enemy Team,c2125,1
384,4,Loss,Enemy Team,c1171,1
384,5,Loss,Enemy Team,c5001,1
384,8,Loss,Enemy Team,c2047,1
384,9,Loss,Enemy Team,c4158,1
385,2,Win,My Team,c2125,0
385,3,Win,My Team,c5001,0
385,6,Win,My Team,c1117,0
385,7,Win,My Team,c2090,0
385,10,Win,My Team,c4158,0
385,1,Loss,Enemy Team,c2112,1
385,4,Loss,Enemy Team,c1171,1
385,5,Loss,Enemy Team,c1070,1
385,8,Loss,Enemy Team,c2128,1
385,9,Loss,Enemy Team,c1055,1
386,2,Win,My Team,c2112,0
386,3,Win,My Team,c2011,0
386,6,Win,My Team,c2106,0
386,7,Win,My Team,c6062,0
386,10,Win,My Team,c1142,0
386,1,Loss,Enemy Team,c2125,1
386,4,Loss,Enemy Team,c1150,1
386,5,Loss,Enemy Team,c1055,1
386,8,Loss,Enemy Team,c2024,1
386,9,Loss,Enemy Team,c1125,1
387,2,Loss,My Team,c2112,0
387,3,Loss,My Team,c2090,0
387,6,Loss,My Team,c2070,0
387,7,Loss,My Team,c5016,0
387,10,Loss,My Team,c1091,0
387,1,Win,Enemy Team,c2125,1
387,4,Win,Enemy Team,c1117,1
387,5,Win,Enemy Team,c1133,1
387,8,Win,Enemy Team,c5046,1
387,9,Win,Enemy Team,c2069,1
388,2,Loss,My Team,c5110,0
388,3,Loss,My Team,c1162,0
388,6,Loss,My Team,c1060,0
388,7,Loss,My Team,c1104,0
388,10,Loss,My Team,c1038,0
388,1,Win,Enemy Team,c2090,1
388,4,Win,Enemy Team,c5001,1
388,5,Win,Enemy Team,c2111,1
388,8,Win,Enemy Team,c1019,1
388,9,Win,Enemy Team,c2074,1
389,2,Loss,My Team,c2112,0
389,3,Loss,My Team,c5110,0
389,6,Loss,My Team,c2111,0
389,7,Loss,My Team,c5016,0
389,10,Loss,My Team,c1091,0
389,1,Win,Enemy Team,c1171,1
389,4,Win,Enemy Team,c1117,1
389,5,Win,Enemy Team,c1133,1
389,8,Win,Enemy Team,c5046,1
389,9,Win,Enemy Team,c2128,1
390,2,Win,My Team,c1142,0
390,3,Win,My Team,c1133,0
390,6,Win,My Team,c5046,0
390,7,Win,My Team,c5110,0
390,10,Win,My Team,c4158,0
390,1,Loss,Enemy Team,c2112,1
390,4,Loss,Enemy Team,c2016,1
390,5,Loss,Enemy Team,c1112,1
390,8,Loss,Enemy Team,c2128,1
390,9,Loss,Enemy Team,c2047,1
391,2,Win,My Team,c2112,0
391,3,Win,My Team,c1103,0
391,6,Win,My Team,c1142,0
391,7,Win,My Team,c2127,0
391,10,Win,My Team,c2106,0
391,1,Loss,Enemy Team,c2125,1
391,4,Loss,Enemy Team,c1171,1
391,5,Loss,Enemy Team,c2109,1
391,8,Loss,Enemy Team,c1112,1
391,9,Loss,Enemy Team,c4158,1
392,2,Loss,My Team,c2090,0
392,3,Loss,My Team,c2113,0
392,6,Loss,My Team,c5001,0
392,7,Loss,My Team,c2112,0
392,10,Loss,My Team,c2039,0
392,1,Win,Enemy Team,c1171,1
392,4,Win,Enemy Team,c1162,1
392,5,Win,Enemy Team,c2125,1
392,8,Win,Enemy Team,c2074,1
392,9,Win,Enemy Team,c2128,1
393,2,Loss,My Team,c5001,0
393,3,Loss,My Team,c2090,0
393,6,Loss,My Team,c6017,0
393,7,Loss,My Team,c2128,0
393,10,Loss,My Team,c2111,0
393,1,Win,Enemy Team,c5110,1
393,4,Win,Enemy Team,c2113,1
393,5,Win,Enemy Team,c1133,1
393,8,Win,Enemy Team,c1060,1
393,9,Win,Enemy Team,c2101,1
394,2,Win,My Team,c2112,0
394,3,Win,My Team,c1171,0
394,6,Win,My Team,c5016,0
394,7,Win,My Team,c2016,0
394,10,Win,My Team,c2113,0
394,1,Loss,Enemy Team,c2125,1
394,4,Loss,Enemy Team,c5046,1
394,5,Loss,Enemy Team,c1133,1
394,8,Loss,Enemy Team,c1055,1
394,9,Loss,Enemy Team,c4158,1
395,2,Loss,My Team,c5110,0
395,3,Loss,My Team,c2016,0
395,6,Loss,My Team,c1156,0
395,7,Loss,My Team,c1171,0
395,10,Loss,My Team,c2039,0
395,1,Win,Enemy Team,c1142,1
395,4,Win,Enemy Team,c1133,1
395,5,Win,Enemy Team,c1104,1
395,8,Win,Enemy Team,c2127,1
395,9,Win,Enemy Team,c2090,1
396,2,Loss,My Team,c2090,0
396,3,Loss,My Team,c1171,0
396,6,Loss,My Team,c5001,0
396,7,Loss,My Team,c1129,0
396,10,Loss,My Team,c1153,0
396,1,Win,Enemy Team,c1117,1
396,4,Win,Enemy Team,c2113,1
396,5,Win,Enemy Team,c2053,1
396,8,Win,Enemy Team,c1038,1
396,9,Win,Enemy Team,c1034,1
397,2,Win,My Team,c2126,0
397,3,Win,My Team,c5001,0
397,6,Win,My Team,c2111,0
397,7,Win,My Team,c5016,0
397,10,Win,My Team,c2095,0
397,1,Loss,Enemy Team,c1171,1
397,4,Loss,Enemy Team,c5110,1
397,5,Loss,Enemy Team,c1133,1
397,8,Loss,Enemy Team,c5046,1
397,9,Loss,Enemy Team,c2102,1
398,2,Loss,My Team,c2126,0
398,3,Loss,My Team,c1171,0
398,6,Loss,My Team,c1156,0
398,7,Loss,My Team,c5110,0
398,10,Loss,My Team,c5089,0
398,1,Win,Enemy Team,c2125,1
398,4,Win,Enemy Team,c1104,1
398,5,Win,Enemy Team,c1070,1
398,8,Win,Enemy Team,c2101,1
398,9,Win,Enemy Team,c2046,1
399,2,Win,My Team,c2126,0
399,3,Win,My Team,c1171,0
399,6,Win,My Team,c5001,0
399,7,Win,My Team,c2016,0
399,10,Win,My Team,c1129,0
399,1,Loss,Enemy Team,c2101,1
399,4,Loss,Enemy Team,c2113,1
399,5,Loss,Enemy Team,c1076,1
399,8,Loss,Enemy Team,c1137,1
399,9,Loss,Enemy Team,c1055,1
400,2,Loss,My Team,c5110,0
400,3,Loss,My Team,c1103,0
400,6,Loss,My Team,c1076,0
400,7,Loss,My Team,c5001,0
