Match Number,Pick Order,Match Result,Team,Hero,First Pick
579,7,Loss,Enemy Team,c2016,0
579,10,Loss,Enemy Team,c1112,0
580,1,Win,My Team,c2066,1
580,4,Win,My Team,c2095,1
580,5,Win,My Team,c1153,1
580,8,Win,My Team,c1055,1
580,9,Win,My Team,c1100,1
580,2,Loss,Enemy Team,c2106,0
580,3,Loss,Enemy Team,c5110,0
580,6,Loss,Enemy Team,c6017,0
580,7,Loss,Enemy Team,c1159,0
580,10,Loss,Enemy Team,c1019,0
581,2,Loss,My Team,c2090,0
581,3,Loss,My Team,c2095,0
581,6,Loss,My Team,c1153,0
581,7,Loss,My Team,c5110,0
581,10,Loss,My Team,c1104,0
581,1,Win,Enemy Team,c2113,1
581,4,Win,Enemy Team,c2106,1
581,5,Win,Enemy Team,c2066,1
581,8,Win,Enemy Team,c2111,1
581,9,Win,Enemy Team,c4158,1
582,1,Loss,My Team,c2113,1
582,4,Loss,My Team,c2106,1
582,5,Loss,My Team,c2095,1
582,8,Loss,My Team,c2090,1
582,9,Loss,My Team,c1151,1
582,2,Win,Enemy Team,c5110,0
582,3,Win,Enemy Team,c2042,0
582,6,Win,Enemy Team,c1022,0
582,7,Win,Enemy Team,c1100,0
582,10,Win,Enemy Team,c6037,0
583,1,Win,My Team,c2066,1
583,4,Win,My Team,c2095,1
583,5,Win,My Team,c1118,1
583,8,Win,My Team,c2102,1
583,9,Win,My Team,c2048,1
583,2,Loss,Enemy Team,c2112,0
583,3,Loss,Enemy Team,c2113,0
583,6,Loss,Enemy Team,c6017,0
583,7,Loss,Enemy Team,c2042,0
583,10,Loss,Enemy Team,c2106,0
584,1,Loss,My Team,c5110,1
584,4,Loss,My Team,c2111,1
584,5,Loss,My Team,c1118,1
584,8,Loss,My Team,c2102,1
584,9,Loss,My Team,c2048,1
584,2,Win,Enemy Team,c1038,0
584,3,Win,Enemy Team,c2016,0
584,6,Win,Enemy Team,c6017,0
584,7,Win,Enemy Team,c2011,0
584,10,Win,Enemy Team,c2007,0
585,2,Win,My Team,c2066,0
585,3,Win,My Team,c2095,0
585,6,Win,My Team,c1022,0
585,7,Win,My Team,c1104,0
585,10,Win,My Team,c2090,0
585,1,Loss,Enemy Team,c2106,1
585,4,Loss,Enemy Team,c4158,1
585,5,Loss,Enemy Team,c1153,1
585,8,Loss,Enemy Team,c5110,1
585,9,Loss,Enemy Team,c2007,1
586,1,Win,My Team,c2106,1
586,4,Win,My Team,c2095,1
586,5,Win,My Team,c2111,1
586,8,Win,My Team,c1151,1
586,9,Win,My Team,c1156,1
586,2,Loss,Enemy Team,c1153,0
586,3,Loss,Enemy Team,c5110,0
586,6,Loss,Enemy Team,c5089,0
586,7,Loss,Enemy Team,c1055,0
586,10,Loss,Enemy Team,c2102,0
587,2,Win,My Team,c2106,0
587,3,Win,My Team,c2095,0
587,6,Win,My Team,c1153,0
587,7,Win,My Team,c1055,0
587,10,Win,My Team,c1100,0
587,1,Loss,Enemy Team,c5110,1
587,4,Loss,Enemy Team,c1022,1
587,5,Loss,Enemy Team,c2070,1
587,8,Loss,Enemy Team,c2090,1
587,9,Loss,Enemy Team,c4158,1
588,2,Loss,My Team,c5110,0
588,3,Loss,My Team,c2111,0
588,6,Loss,My Team,c4158,0
588,7,Loss,My Team,c2088,0
588,10,Loss,My Team,c2007,0
588,1,Win,Enemy Team,c2066,1
588,4,Win,Enemy Team,c1118,1
588,5,Win,Enemy Team,c2069,1
588,8,Win,Enemy Team,c2102,1
588,9,Win,Enemy Team,c1150,1
589,2,Loss,My Team,c2066,0
589,3,Loss,My Team,c2106,0
589,6,Loss,My Team,c2095,0
589,7,Loss,My Team,c2070,0
589,10,Loss,My Team,c1104,0
589,1,Win,Enemy Team,c5110,1
589,4,Win,Enemy Team,c2042,1
589,5,Win,Enemy Team,c1153,1
589,8,Win,Enemy Team,c4158,1
589,9,Win,Enemy Team,c2011,1
590,2,Win,My Team,c5110,0
590,3,Win,My Team,c2111,0
590,6,Win,My Team,c1118,0
590,7,Win,My Team,c2102,0
590,10,Win,My Team,c1014,0
590,1,Loss,Enemy Team,c2066,1
590,4,Loss,Enemy Team,c1112,1
590,5,Loss,Enemy Team,c1163,1
590,8,Loss,Enemy Team,c1007,1
590,9,Loss,Enemy Team,c1020,1
591,1,Win,My Team,c5110,1
591,4,Win,My Team,c2111,1
591,5,Win,My Team,c1118,1
591,8,Win,My Team,c2102,1
591,9,Win,My Team,c1130,1
591,2,Loss,Enemy Team,c2113,0
591,3,Loss,Enemy Team,c2066,0
591,6,Loss,Enemy Team,c6017,0
591,7,Loss,Enemy Team,c2106,0
591,10,Loss,Enemy Team,c1134,0
592,1,Loss,My Team,c5110,1
592,4,Loss,My Team,c2016,1
592,5,Loss,My Team,c2112,1
592,8,Loss,My Team,c4158,1
592,9,Loss,My Team,c2004,1
592,2,Win,Enemy Team,c2066,0
592,3,Win,Enemy Team,c1118,0
592,6,Win,Enemy Team,c1112,0
592,7,Win,Enemy Team,c2069,0
592,10,Win,Enemy Team,c1014,0
593,1,Win,My Team,c2066,1
593,4,Win,My Team,c2095,1
593,5,Win,My Team,c1118,1
593,8,Win,My Team,c2102,1
593,9,Win,My Team,c1130,1
593,2,Loss,Enemy Team,c2112,0
593,3,Loss,Enemy Team,c2042,0
593,6,Loss,Enemy Team,c6017,0
593,7,Loss,Enemy Team,c2088,0
593,10,Loss,Enemy Team,c2070,0
594,1,Win,My Team,c2106,1
594,4,Win,My Team,c2095,1
594,5,Win,My Team,c1153,1
594,8,Win,My Team,c5110,1
594,9,Win,My Team,c2088,1
594,2,Loss,Enemy Team,c2066,0
594,3,Loss,Enemy Team,c2090,0
594,6,Loss,Enemy Team,c2073,0
594,7,Loss,Enemy Team,c1055,0
594,10,Loss,Enemy Team,c4158,0
595,1,Loss,My Team,c2066,1
595,4,Loss,My Team,c2095,1
595,5,Loss,My Team,c1118,1
595,8,Loss,My Team,c2102,1
595,9,Loss,My Team,c2048,1
595,2,Win,Enemy Team,c2112,0
595,3,Win,Enemy Team,c2042,0
595,6,Win,Enemy Team,c2016,0
595,7,Win,Enemy Team,c6017,0
595,10,Win,Enemy Team,c1134,0
596,2,Win,My Team,c2113,0
596,3,Win,My Team,c2095,0
596,6,Win,My Team,c6017,0
596,7,Win,My Team,c2088,0
596,10,Win,My Team,c2090,0
596,1,Loss,Enemy Team,c2066,1
596,4,Loss,Enemy Team,c1153,1
596,5,Loss,Enemy Team,c2073,1
596,8,Loss,Enemy Team,c2101,1
596,9,Loss,Enemy Team,c1117,1
597,2,Win,My Team,c2090,0
597,3,Win,My Team,c2095,0
597,6,Win,My Team,c1153,0
597,7,Win,My Team,c1104,0
597,10,Win,My Team,c1129,0
597,1,Loss,Enemy Team,c2113,1
597,4,Loss,Enemy Team,c1148,1
597,5,Loss,Enemy Team,c6037,1
597,8,Loss,Enemy Team,c1134,1
597,9,Loss,Enemy Team,c1055,1
598,2,Win,My Team,c2113,0
598,3,Win,My Team,c2095,0
598,6,Win,My Team,c1153,0
598,7,Win,My Team,c2088,0
598,10,Win,My Team,c2073,0
598,1,Loss,Enemy Team,c5110,1
598,4,Loss,Enemy Team,c2090,1
598,5,Loss,Enemy Team,c1148,1
598,8,Loss,Enemy Team,c2070,1
598,9,Loss,Enemy Team,c2007,1
599,1,Win,My Team,c2106,1
599,4,Win,My Team,c2070,1
599,5,Win,My Team,c1159,1
599,8,Win,My Team,c2088,1
599,9,Win,My Team,c4158,1
599,2,Loss,Enemy Team,c2066,0
599,3,Loss,Enemy Team,c2095,0
599,6,Loss,Enemy Team,c1153,0
599,7,Loss,Enemy Team,c1055,0
599,10,Loss,Enemy Team,c1132,0
600,2,Win,My Team,c5110,0
600,3,Win,My Team,c2095,0
600,6,Win,My Team,c2132,0
600,7,Win,My Team,c2088,0
600,10,Win,My Team,c2007,0
600,1,Loss,Enemy Team,c2113,1
600,4,Loss,Enemy Team,c2090,1
600,5,Loss,Enemy Team,c1153,1
600,8,Loss,Enemy Team,c2042,1
600,9,Loss,Enemy Team,c2111,1
601,2,Loss,My Team,c2113,0
601,3,Loss,My Team,c2106,0
601,6,Loss,My Team,c2112,0
601,7,Loss,My Team,c1104,0
601,10,Loss,My Team,c2007,0
601,1,Win,Enemy Team,c5110,1
601,4,Win,Enemy Team,c2095,1
601,5,Win,Enemy Team,c2090,1
601,8,Win,Enemy Team,c1153,1
601,9,Win,Enemy Team,c2042,1
602,2,Loss,My Team,c2066,0
602,3,Loss,My Team,c2106,0
602,6,Loss,My Team,c2070,0
602,7,Loss,My Team,c1055,0
602,10,Loss,My Team,c2007,0
602,1,Win,Enemy Team,c5110,1
602,4,Win,Enemy Team,c2095,1
602,5,Win,Enemy Team,c1153,1
602,8,Win,Enemy Team,c6014,1
602,9,Win,Enemy Team,c2090,1
603,2,Win,My Team,c4158,0
603,3,Win,My Team,c2106,0
603,6,Win,My Team,c2112,0
603,7,Win,My Team,c2007,0
603,10,Win,My Team,c1157,0
603,1,Loss,Enemy Team,c5110,1
603,4,Loss,Enemy Team,c2113,1
603,5,Loss,Enemy Team,c1159,1
603,8,Loss,Enemy Team,c1127,1
603,9,Loss,Enemy Team,c1022,1
604,2,Win,My Team,c5110,0
604,3,Win,My Team,c2111,0
604,6,Win,My Team,c1118,0
604,7,Win,My Team,c2102,0
604,10,Win,My Team,c1103,0
604,1,Loss,Enemy Team,c2066,1
604,4,Loss,Enemy Team,c2042,1
604,5,Loss,Enemy Team,c2095,1
604,8,Loss,Enemy Team,c1091,1
604,9,Loss,Enemy Team,c1022,1
605,2,Loss,My Team,c5110,0
605,3,Loss,My Team,c2111,0
605,6,Loss,My Team,c1118,0
605,7,Loss,My Team,c2102,0
605,10,Loss,My Team,c2011,0
605,1,Win,Enemy Team,c2066,1
605,4,Win,Enemy Team,c2039,1
605,5,Win,Enemy Team,c2095,1
605,8,Win,Enemy Team,c1156,1
605,9,Win,Enemy Team,c2109,1
606,1,Win,My Team,c2106,1
606,4,Win,My Team,c2090,1
606,5,Win,My Team,c2095,1
606,8,Win,My Team,c5016,1
606,9,Win,My Team,c1134,1
606,2,Loss,Enemy Team,c1153,0
606,3,Loss,Enemy Team,c2008,0
606,6,Loss,Enemy Team,c1103,0
606,7,Loss,Enemy Team,c1148,0
606,10,Loss,Enemy Team,c2088,0
607,2,Loss,My Team,c2042,0
607,3,Loss,My Team,c1022,0
607,6,Loss,My Team,c2073,0
607,7,Loss,My Team,c5110,0
607,10,Loss,My Team,c2101,0
607,1,Win,Enemy Team,c2113,1
607,4,Win,Enemy Team,c2095,1
607,5,Win,Enemy Team,c1153,1
607,8,Win,Enemy Team,c2090,1
607,9,Win,Enemy Team,c2070,1
608,2,Win,My Team,c5110,0
608,3,Win,My Team,c2111,0
608,6,Win,My Team,c1118,0
608,7,Win,My Team,c2102,0
608,10,Win,My Team,c1007,0
608,1,Loss,Enemy Team,c2066,1
608,4,Loss,Enemy Team,c1153,1
608,5,Loss,Enemy Team,c2069,1
608,8,Loss,Enemy Team,c2004,1
608,9,Loss,Enemy Team,c1014,1
609,2,Win,My Team,c2095,0
609,3,Win,My Team,c2011,0
609,6,Win,My Team,c1118,0
609,7,Win,My Team,c2102,0
609,10,Win,My Team,c4158,0
609,1,Loss,Enemy Team,c2066,1
609,4,Loss,Enemy Team,c1150,1
609,5,Loss,Enemy Team,c2112,1
609,8,Loss,Enemy Team,c1014,1
609,9,Loss,Enemy Team,c2004,1
610,2,Loss,My Team,c5110,0
610,3,Loss,My Team,c2111,0
610,6,Loss,My Team,c1118,0
610,7,Loss,My Team,c2102,0
610,10,Loss,My Team,c2011,0
610,1,Win,Enemy Team,c2113,1
610,4,Win,Enemy Team,c2066,1
610,5,Win,Enemy Team,c1159,1
610,8,Win,Enemy Team,c2014,1
610,9,Win,Enemy Team,c1134,1
611,2,Loss,My Team,c2070,0
611,3,Loss,My Team,c2106,0
611,6,Loss,My Team,c1151,0
611,7,Loss,My Team,c2090,0
611,10,Loss,My Team,c1157,0
611,1,Win,Enemy Team,c2113,1
611,4,Win,Enemy Team,c2039,1
611,5,Win,Enemy Team,c5110,1
611,8,Win,Enemy Team,c1159,1
611,9,Win,Enemy Team,c2073,1
612,1,Win,My Team,c5110,1
612,4,Win,My Team,c2111,1
612,5,Win,My Team,c1118,1
612,8,Win,My Team,c2102,1
612,9,Win,My Team,c2011,1
612,2,Loss,Enemy Team,c2113,0
612,3,Loss,Enemy Team,c2066,0
612,6,Loss,Enemy Team,c2095,0
612,7,Loss,Enemy Team,c2039,0
612,10,Loss,Enemy Team,c6062,0
613,1,Loss,My Team,c5110,1
613,4,Loss,My Team,c2111,1
613,5,Loss,My Team,c1118,1
613,8,Loss,My Team,c2102,1
613,9,Loss,My Team,c2066,1
613,2,Win,Enemy Team,c2113,0
613,3,Win,Enemy Team,c4158,0
613,6,Win,Enemy Team,c2095,0
613,7,Win,Enemy Team,c2070,0
613,10,Win,Enemy Team,c1159,0
614,1,Win,My Team,c5110,1
614,4,Win,My Team,c2111,1
614,5,Win,My Team,c1118,1
614,8,Win,My Team,c2102,1
614,9,Win,My Team,c2011,1
614,2,Loss,Enemy Team,c2112,0
614,3,Loss,Enemy Team,c2042,0
614,6,Loss,Enemy Team,c2095,0
614,7,Loss,Enemy Team,c1159,0
614,10,Loss,Enemy Team,c4158,0
615,1,Win,My Team,c5110,1
615,4,Win,My Team,c2111,1
615,5,Win,My Team,c1118,1
615,8,Win,My Team,c2102,1
615,9,Win,My Team,c1103,1
615,2,Loss,Enemy Team,c2066,0
615,3,Loss,Enemy Team,c2011,0
615,6,Loss,Enemy Team,c2095,0
615,7,Loss,Enemy Team,c1091,0
615,10,Loss,Enemy Team,c1055,0
616,1,Loss,My Team,c2112,1
616,4,Loss,My Team,c5110,1
616,5,Loss,My Team,c2008,1
616,8,Loss,My Team,c2095,1
616,9,Loss,My Team,c1159,1
616,2,Win,Enemy Team,c2106,0
616,3,Win,Enemy Team,c2011,0
616,6,Win,Enemy Team,c2111,0
616,7,Win,Enemy Team,c1125,0
616,10,Win,Enemy Team,c2090,0
617,2,Loss,My Team,c1159,0
617,3,Loss,My Team,c2070,0
617,6,Loss,My Team,c5110,0
617,7,Loss,My Team,c2009,0
617,10,Loss,My Team,c1103,0
617,1,Win,Enemy Team,c2090,1
617,4,Win,Enemy Team,c1022,1
617,5,Win,Enemy Team,c2101,1
617,8,Win,Enemy Team,c1126,1
617,9,Win,Enemy Team,c2111,1
618,2,Win,My Team,c2106,0
618,3,Win,My Team,c2095,0
618,6,Win,My Team,c2011,0
618,7,Win,My Team,c5111,0
618,10,Win,My Team,c2132,0
618,1,Loss,Enemy Team,c2090,1
618,4,Loss,Enemy Team,c2070,1
618,5,Loss,Enemy Team,c1153,1
618,8,Loss,Enemy Team,c4158,1
618,9,Loss,Enemy Team,c2039,1
619,1,Win,My Team,c5110,1
619,4,Win,My Team,c2004,1
619,5,Win,My Team,c1125,1
619,8,Win,My Team,c2095,1
619,9,Win,My Team,c2088,1
619,2,Loss,Enemy Team,c2090,0
619,3,Loss,Enemy Team,c1014,0
619,6,Loss,Enemy Team,c2024,0
619,7,Loss,Enemy Team,c1150,0
619,10,Loss,Enemy Team,c4158,0
620,2,Win,My Team,c2039,0
620,3,Win,My Team,c2095,0
620,6,Win,My Team,c2111,0
620,7,Win,My Team,c2011,0
620,10,Win,My Team,c2088,0
620,1,Loss,Enemy Team,c5110,1
620,4,Loss,Enemy Team,c2070,1
620,5,Loss,Enemy Team,c1153,1
620,8,Loss,Enemy Team,c2024,1
620,9,Loss,Enemy Team,c1104,1
621,1,Win,My Team,c5110,1
621,4,Win,My Team,c2106,1
621,5,Win,My Team,c2008,1
621,8,Win,My Team,c2023,1
621,9,Win,My Team,c1022,1
621,2,Loss,Enemy Team,c1150,0
621,3,Loss,Enemy Team,c1133,0
621,6,Loss,Enemy Team,c2031,0
621,7,Loss,Enemy Team,c1038,0
621,10,Loss,Enemy Team,c2069,0
622,1,Loss,My Team,c2112,1
622,4,Loss,My Team,c5110,1
622,5,Loss,My Team,c2095,1
622,8,Loss,My Team,c1134,1
622,9,Loss,My Team,c5111,1
622,2,Win,Enemy Team,c2089,0
622,3,Win,Enemy Team,c1103,0
622,6,Win,Enemy Team,c2111,0
622,7,Win,Enemy Team,c1148,0
622,10,Win,Enemy Team,c4158,0
623,1,Loss,My Team,c1159,1
623,4,Loss,My Team,c2070,1
623,5,Loss,My Team,c2111,1
623,8,Loss,My Team,c1151,1
623,9,Loss,My Team,c5089,1
623,2,Win,Enemy Team,c5110,0
623,3,Win,Enemy Team,c2090,0
623,6,Win,Enemy Team,c2132,0
623,7,Win,Enemy Team,c2039,0
623,10,Win,Enemy Team,c2106,0
624,2,Win,My Team,c2070,0
624,3,Win,My Team,c2095,0
624,6,Win,My Team,c2111,0
624,7,Win,My Team,c2088,0
624,10,Win,My Team,c5089,0
624,1,Loss,Enemy Team,c5110,1
624,4,Loss,Enemy Team,c2090,1
624,5,Loss,Enemy Team,c2101,1
624,8,Loss,Enemy Team,c2106,1
624,9,Loss,Enemy Team,c2039,1
625,2,Win,My Team,c5110,0
625,3,Win,My Team,c2106,0
625,6,Win,My Team,c2053,0
625,7,Win,My Team,c5089,0
625,10,Win,My Team,c2132,0
625,1,Loss,Enemy Team,c2112,1
625,4,Loss,Enemy Team,c2042,1
625,5,Loss,Enemy Team,c2111,1
625,8,Loss,Enemy Team,c2090,1
625,9,Loss,Enemy Team,c1104,1
626,1,Win,My Team,c1159,1
626,4,Win,My Team,c5110,1
626,5,Win,My Team,c2095,1
626,8,Win,My Team,c5089,1
626,9,Win,My Team,c2082,1
626,2,Loss,Enemy Team,c2090,0
626,3,Loss,Enemy Team,c2070,0
626,6,Loss,Enemy Team,c2111,0
626,7,Loss,Enemy Team,c2101,0
626,10,Loss,Enemy Team,c2039,0
627,1,Win,My Team,c1159,1
627,4,Win,My Team,c5110,1
627,5,Win,My Team,c2008,1
627,8,Win,My Team,c5089,1
627,9,Win,My Team,c2082,1
627,2,Loss,Enemy Team,c2070,0
627,3,Loss,Enemy Team,c2073,0
627,6,Loss,Enemy Team,c2111,0
627,7,Loss,Enemy Team,c2088,0
627,10,Loss,Enemy Team,c1137,0
628,2,Win,My Team,c2106,0
628,3,Win,My Team,c2095,0
628,6,Win,My Team,c2111,0
628,7,Win,My Team,c2011,0
628,10,Win,My Team,c2039,0
628,1,Loss,Enemy Team,c5110,1
628,4,Loss,Enemy Team,c1153,1
628,5,Loss,Enemy Team,c2070,1
628,8,Loss,Enemy Team,c5089,1
628,9,Loss,Enemy Team,c1034,1
629,2,Loss,My Team,c2106,0
629,3,Loss,My Team,c2095,0
629,6,Loss,My Team,c2111,0
629,7,Loss,My Team,c2011,0
629,10,Loss,My Team,c2073,0
629,1,Win,Enemy Team,c5110,1
629,4,Win,Enemy Team,c1089,1
629,5,Win,Enemy Team,c1153,1
629,8,Win,Enemy Team,c1022,1
629,9,Win,Enemy Team,c1141,1
630,2,Win,My Team,c2090,0
630,3,Win,My Team,c2095,0
630,6,Win,My Team,c1153,0
630,7,Win,My Team,c2011,0
630,10,Win,My Team,c2024,0
630,1,Loss,Enemy Team,c2042,1
630,4,Loss,Enemy Team,c1103,1
630,5,Loss,Enemy Team,c2070,1
630,8,Loss,Enemy Team,c2007,1
630,9,Loss,Enemy Team,c4158,1
631,1,Win,My Team,c5110,1
631,4,Win,My Team,c2095,1
631,5,Win,My Team,c1153,1
631,8,Win,My Team,c2048,1
631,9,Win,My Team,c2090,1
631,2,Loss,Enemy Team,c2112,0
631,3,Loss,Enemy Team,c2042,0
631,6,Loss,Enemy Team,c2111,0
631,7,Loss,Enemy Team,c1055,0
631,10,Loss,Enemy Team,c1133,0
632,2,Loss,My Team,c1159,0
632,3,Loss,My Team,c5110,0
632,6,Loss,My Team,c2095,0
632,7,Loss,My Team,c2039,0
632,10,Loss,My Team,c1151,0
632,1,Win,Enemy Team,c2090,1
632,4,Win,Enemy Team,c2070,1
632,5,Win,Enemy Team,c2111,1
632,8,Win,Enemy Team,c2101,1
632,9,Win,Enemy Team,c1055,1
633,1,Win,My Team,c2112,1
633,4,Win,My Team,c2106,1
633,5,Win,My Team,c2111,1
633,8,Win,My Team,c1121,1
633,9,Win,My Team,c1112,1
633,2,Loss,Enemy Team,c5110,0
633,3,Loss,Enemy Team,c1014,0
633,6,Loss,Enemy Team,c2046,0
633,7,Loss,Enemy Team,c5089,0
633,10,Loss,Enemy Team,c2020,0
634,1,Loss,My Team,c2112,1
634,4,Loss,My Team,c1133,1
634,5,Loss,My Team,c1055,1
634,8,Loss,My Team,c1151,1
634,9,Loss,My Team,c2102,1
634,2,Win,Enemy Team,c2111,0
634,3,Win,Enemy Team,c5110,0
634,6,Win,Enemy Team,c4158,0
634,7,Win,Enemy Team,c2043,0
634,10,Win,Enemy Team,c2015,0
635,1,Win,My Team,c5110,1
635,4,Win,My Team,c2095,1
635,5,Win,My Team,c1153,1
635,8,Win,My Team,c1104,1
635,9,Win,My Team,c2132,1
635,2,Loss,Enemy Team,c2090,0
635,3,Loss,Enemy Team,c2042,0
635,6,Loss,Enemy Team,c2111,0
635,7,Loss,Enemy Team,c4005,0
635,10,Loss,Enemy Team,c1134,0
636,2,Win,My Team,c2070,0
636,3,Win,My Team,c2095,0
636,6,Win,My Team,c2089,0
636,7,Win,My Team,c1055,0
636,10,Win,My Team,c5089,0
636,1,Loss,Enemy Team,c5110,1
636,4,Loss,Enemy Team,c2106,1
636,5,Loss,Enemy Team,c1159,1
636,8,Loss,Enemy Team,c1151,1
636,9,Loss,Enemy Team,c2039,1
637,1,Loss,My Team,c1159,1
637,4,Loss,My Team,c2095,1
637,5,Loss,My Team,c2070,1
637,8,Loss,My Team,c2132,1
637,9,Loss,My Team,c1104,1
637,2,Win,Enemy Team,c5110,0
637,3,Win,Enemy Team,c2111,0
637,6,Win,Enemy Team,c1148,0
637,7,Win,Enemy Team,c2090,0
637,10,Win,Enemy Team,c1055,0
638,2,Loss,My Team,c2095,0
638,3,Loss,My Team,c5110,0
638,6,Loss,My Team,c1125,0
638,7,Loss,My Team,c1151,0
638,10,Loss,My Team,c5089,0
638,1,Win,Enemy Team,c2090,1
638,4,Win,Enemy Team,c2070,1
638,5,Win,Enemy Team,c2111,1
638,8,Win,Enemy Team,c6037,1
638,9,Win,Enemy Team,c1159,1
639,2,Loss,My Team,c2106,0
639,3,Loss,My Team,c2095,0
639,6,Loss,My Team,c2111,0
639,7,Loss,My Team,c2011,0
639,10,Loss,My Team,c1100,0
639,1,Win,Enemy Team,c5110,1
639,4,Win,Enemy Team,c2070,1
639,5,Win,Enemy Team,c1153,1
639,8,Win,Enemy Team,c1150,1
639,9,Win,Enemy Team,c1022,1
640,2,Loss,My Team,c1159,0
640,3,Loss,My Team,c2070,0
640,6,Loss,My Team,c2111,0
640,7,Loss,My Team,c1150,0
640,10,Loss,My Team,c1117,0
640,1,Win,Enemy Team,c5110,1
640,4,Win,Enemy Team,c2011,1
640,5,Win,Enemy Team,c6037,1
640,8,Win,Enemy Team,c2069,1
640,9,Win,Enemy Team,c1151,1
641,1,Loss,My Team,c5110,1
641,4,Loss,My Team,c1159,1
641,5,Loss,My Team,c2008,1
641,8,Loss,My Team,c1055,1
641,9,Loss,My Team,c1022,1
641,2,Win,Enemy Team,c2070,0
641,3,Win,Enemy Team,c2106,0
641,6,Win,Enemy Team,c1153,0
641,7,Win,Enemy Team,c1100,0
641,10,Win,Enemy Team,c2111,0
642,2,Loss,My Team,c2070,0
642,3,Loss,My Team,c2106,0
642,6,Loss,My Team,c2095,0
642,7,Loss,My Team,c5110,0
642,10,Loss,My Team,c2101,0
642,1,Win,Enemy Team,c2090,1
642,4,Win,Enemy Team,c2039,1
642,5,Win,Enemy Team,c1153,1
642,8,Win,Enemy Team,c2008,1
642,9,Win,Enemy Team,c2111,1
643,1,Loss,My Team,c2015,1
643,4,Loss,My Team,c2070,1
643,5,Loss,My Team,c2111,1
643,8,Loss,My Team,c2101,1
643,9,Loss,My Team,c1151,1
643,2,Win,Enemy Team,c2095,0
643,3,Win,Enemy Team,c5110,0
643,6,Win,Enemy Team,c2132,0
643,7,Win,Enemy Team,c1022,0
643,10,Win,Enemy Team,c5111,0
644,2,Win,My Team,c2095,0
644,3,Win,My Team,c5110,0
644,6,Win,My Team,c1153,0
644,7,Win,My Team,c2090,0
644,10,Win,My Team,c2024,0
644,1,Loss,Enemy Team,c1022,1
644,4,Loss,Enemy Team,c2039,1
644,5,Loss,Enemy Team,c2111,1
644,8,Loss,Enemy Team,c4158,1
644,9,Loss,Enemy Team,c2088,1
645,2,Win,My Team,c2070,0
645,3,Win,My Team,c2106,0
645,6,Win,My Team,c1153,0
645,7,Win,My Team,c2011,0
645,10,Win,My Team,c1055,0
645,1,Loss,Enemy Team,c2090,1
645,4,Loss,Enemy Team,c1159,1
645,5,Loss,Enemy Team,c2101,1
645,8,Loss,Enemy Team,c1102,1
645,9,Loss,Enemy Team,c1022,1
646,2,Win,My Team,c2106,0
646,3,Win,My Team,c2070,0
646,6,Win,My Team,c2095,0
646,7,Win,My Team,c5110,0
646,10,Win,My Team,c2132,0
646,1,Loss,Enemy Team,c2090,1
646,4,Loss,Enemy Team,c1089,1
646,5,Loss,Enemy Team,c1153,1
646,8,Loss,Enemy Team,c2011,1
646,9,Loss,Enemy Team,c1055,1
647,2,Loss,My Team,c2090,0
647,3,Loss,My Team,c2106,0
647,6,Loss,My Team,c2112,0
647,7,Loss,My Team,c5110,0
647,10,Loss,My Team,c2082,0
647,1,Win,Enemy Team,c2042,1
647,4,Win,Enemy Team,c2132,1
647,5,Win,Enemy Team,c1100,1
647,8,Win,Enemy Team,c1103,1
647,9,Win,Enemy Team,c2111,1
648,2,Loss,My Team,c2095,0
648,3,Loss,My Team,c2106,0
648,6,Loss,My Team,c1153,0
648,7,Loss,My Team,c5110,0
648,10,Loss,My Team,c2132,0
648,1,Win,Enemy Team,c2090,1
648,4,Win,Enemy Team,c2039,1
648,5,Win,Enemy Team,c2008,1
648,8,Win,Enemy Team,c2111,1
648,9,Win,Enemy Team,c4158,1
649,2,Win,My Team,c2095,0
649,3,Win,My Team,c2106,0
649,6,Win,My Team,c2112,0
649,7,Win,My Team,c1055,0
649,10,Win,My Team,c5089,0
649,1,Loss,Enemy Team,c5110,1
649,4,Loss,Enemy Team,c2070,1
649,5,Loss,Enemy Team,c1159,1
649,8,Loss,Enemy Team,c1151,1
649,9,Loss,Enemy Team,c4158,1
650,1,Win,My Team,c5110,1
650,4,Win,My Team,c2095,1
650,5,Win,My Team,c1153,1
650,8,Win,My Team,c2048,1
650,9,Win,My Team,c2110,1
650,2,Loss,Enemy Team,c2090,0
650,3,Loss,Enemy Team,c2042,0
650,6,Loss,Enemy Team,c2111,0
650,7,Loss,Enemy Team,c2070,0
650,10,Loss,Enemy Team,c2073,0
651,2,Win,My Team,c2106,0
651,3,Win,My Team,c2095,0
651,6,Win,My Team,c1153,0
651,7,Win,My Team,c2011,0
651,10,Win,My Team,c1159,0
651,1,Loss,Enemy Team,c2090,1
651,4,Loss,Enemy Team,c2042,1
651,5,Loss,Enemy Team,c1134,1
651,8,Loss,Enemy Team,c1156,1
651,9,Loss,Enemy Team,c4158,1
652,2,Loss,My Team,c1159,0
652,3,Loss,My Team,c2039,0
652,6,Loss,My Team,c2095,0
652,7,Loss,My Team,c1055,0
652,10,Loss,My Team,c1132,0
652,1,Win,Enemy Team,c2070,1
652,4,Win,Enemy Team,c1100,1
652,5,Win,Enemy Team,c1153,1
652,8,Win,Enemy Team,c1022,1
652,9,Win,Enemy Team,c4158,1
653,1,Win,My Team,c2112,1
653,4,Win,My Team,c1159,1
653,5,Win,My Team,c2008,1
